index,Unnamed: 0,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.input_task0,Input.input_task1,Input.input_task2,Input.input_task3,Input.input_task4,Input.input_task5,Input.input_task6,Input.input_task7,Input.input_task8,Input.input_task9,Input.input_task10,Input.input_task11,Input.input_task12,Input.input_task13,Input.input_task14,Input.input_task15,Input.input_task16,Input.input_task17,Input.input_task18,Input.input_task19,Input.input_task20,Input.input_task21,Input.input_task22,Input.input_task23,Input.input_task24,Input.input_task25,Input.input_task26,Input.input_task27,Input.input_task28,Input.input_task29,Input.input_task30,Input.input_task31,Input.input_task32,Input.input_task33,Input.input_task34,Input.input_task35,Input.input_task36,Input.input_task37,Input.input_task38,Input.input_task39,Input.input_task40,Input.input_task41,Input.input_task42,Input.input_task43,Input.input_task44,Input.input_task45,Input.input_task46,Input.input_task47,Input.input_task48,Input.input_task49,Answer.aapi.on,Answer.age,Answer.black.on,Answer.city,Answer.disability.dis-no,Answer.disability.dis-undisclosed,Answer.disability.dis-yes,Answer.gender.female,Answer.gender.gender-other,Answer.gender.male,Answer.gender.nb,Answer.hisp.on,Answer.household-members,Answer.income.income-1,Answer.income.income-2,Answer.income.income-3,Answer.income.income-4,Answer.income.income-5,Answer.income.income-6,Answer.income.income-7,Answer.native.on,Answer.occupation,Answer.q1.q1-no,Answer.q1.q1-yes,Answer.q2.q2-no,Answer.q2.q2-yes,Answer.q3.q3-no,Answer.q3.q3-yes,Answer.q4.q4-no,Answer.q4.q4-yes,Answer.q5.q5-no,Answer.q5.q5-yes,Answer.race-other.on,Answer.repeat-task10,Answer.repeat-task16,Answer.repeat-task25,Answer.repeat-task43,Answer.state,Answer.task0,Answer.task1,Answer.task10,Answer.task11,Answer.task12,Answer.task13,Answer.task14,Answer.task15,Answer.task16,Answer.task17,Answer.task18,Answer.task19,Answer.task2,Answer.task20,Answer.task21,Answer.task22,Answer.task23,Answer.task24,Answer.task25,Answer.task26,Answer.task27,Answer.task28,Answer.task29,Answer.task3,Answer.task30,Answer.task31,Answer.task32,Answer.task33,Answer.task34,Answer.task35,Answer.task36,Answer.task37,Answer.task38,Answer.task39,Answer.task4,Answer.task40,Answer.task41,Answer.task42,Answer.task43,Answer.task44,Answer.task45,Answer.task46,Answer.task47,Answer.task48,Answer.task49,Answer.task5,Answer.task6,Answer.task7,Answer.task8,Answer.task9,Answer.white.on,Approve,Reject,Answer.income.income-10,Answer.income.income-11,Answer.income.income-12,Answer.income.income-13,Answer.income.income-14,Answer.income.income-8,Answer.income.income-9
104,104,3T6SSHJU0LRWMJK7RRR5T1Q5LPFIIL,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,3FE2ERCCZ4P1MBG8TKZWAEJRT3EOPF,A3P4XZJM2DEATZ,Approved,Thu Feb 10 17:05:22 PST 2022,Thu Feb 10 17:43:30 PST 2022,Sun Feb 13 17:43:30 PST 2022,Sun Feb 13 17:44:03 PST 2022,,,2288,100% (1/1),100% (1/1),100% (1/1),wrap flowers,fold bandanas,clean your goal keeper gloves,disposing of trash for adult,make mee siam,make melba toast,make chicken and waffles,make risotto,freeze milk,laying out flower vases,tidying up wardrobe,organizing items for yard sale,donating toys,clean a vacuum,washing utensils,treating spot,putting wood in fireplace,clean a baseball glove,hiding matzo,sorting potatoes,make walnut and pecan torte,cook broccolini,putting out dog food,dusting rugs,clean a syringe,cook soybeans,paying for purchases,cook leeks,make rasam,donating books,buy natural honey,make pancit,sorting newspapers for recycling,fill up pita with falafel,cream corn,playing ten pins,bringing paper to recycling,make bibimbap,set a table for a tea party,putting away purchased clothes,making a drink,buy a new computer,buying movie tickets,installing carpet,hanging up bedsheets,putting clean laundry away,butchering chicken,tidying bathroom,putting gift in bag,buying everyday consumer goods,False,32,True,Atlanta,True,False,False,True,False,False,False,False,2,False,False,False,False,False,False,False,False,Freelance writer,True,False,True,False,True,False,True,False,False,True,False,9,5,4,8,ga,5,3,9,9,3,10,10,9,5,6,4,8,7,4,4,7,10,3,4,3,4,4,3,8,5,4,4,3,3,2,7,3,8,3,8,6,2,5,10,6,8,4,8,7,3,3,5,6,2,8,False,x,,False,True,False,False,False,False,False
105,105,3T6SSHJU0LRWMJK7RRR5T1Q5LPFIIL,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,39KFRKBFIUCVVP89K7VFN5C3X8AYOC,ACI0C2WU1NABK,Approved,Thu Feb 10 16:24:14 PST 2022,Thu Feb 10 16:41:33 PST 2022,Sun Feb 13 16:41:33 PST 2022,Sun Feb 13 16:42:03 PST 2022,,,1039,100% (1/1),100% (1/1),100% (1/1),wrap flowers,fold bandanas,clean your goal keeper gloves,disposing of trash for adult,make mee siam,make melba toast,make chicken and waffles,make risotto,freeze milk,laying out flower vases,tidying up wardrobe,organizing items for yard sale,donating toys,clean a vacuum,washing utensils,treating spot,putting wood in fireplace,clean a baseball glove,hiding matzo,sorting potatoes,make walnut and pecan torte,cook broccolini,putting out dog food,dusting rugs,clean a syringe,cook soybeans,paying for purchases,cook leeks,make rasam,donating books,buy natural honey,make pancit,sorting newspapers for recycling,fill up pita with falafel,cream corn,playing ten pins,bringing paper to recycling,make bibimbap,set a table for a tea party,putting away purchased clothes,making a drink,buy a new computer,buying movie tickets,installing carpet,hanging up bedsheets,putting clean laundry away,butchering chicken,tidying bathroom,putting gift in bag,buying everyday consumer goods,False,34,True,emporia,True,False,False,True,False,False,False,False,2,False,False,False,False,False,True,False,False,sales agent,True,False,True,False,True,False,True,False,False,True,False,8,9,2,10,va,1,1,10,3,8,10,10,8,7,2,1,3,2,4,3,8,10,2,2,4,2,2,4,10,2,2,6,2,3,2,7,2,7,6,1,6,4,8,9,7,10,2,10,1,8,2,7,2,1,1,False,x,,False,False,False,False,False,False,False
106,106,3T6SSHJU0LRWMJK7RRR5T1Q5LPFIIL,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,33NF62TLXQJMA9SV0F2J61G60Z8JK0,ADXHWQLUQBK77,Approved,Thu Feb 10 18:06:54 PST 2022,Thu Feb 10 18:15:59 PST 2022,Sun Feb 13 18:15:59 PST 2022,Sun Feb 13 18:16:03 PST 2022,,,545,100% (1/1),100% (1/1),100% (1/1),wrap flowers,fold bandanas,clean your goal keeper gloves,disposing of trash for adult,make mee siam,make melba toast,make chicken and waffles,make risotto,freeze milk,laying out flower vases,tidying up wardrobe,organizing items for yard sale,donating toys,clean a vacuum,washing utensils,treating spot,putting wood in fireplace,clean a baseball glove,hiding matzo,sorting potatoes,make walnut and pecan torte,cook broccolini,putting out dog food,dusting rugs,clean a syringe,cook soybeans,paying for purchases,cook leeks,make rasam,donating books,buy natural honey,make pancit,sorting newspapers for recycling,fill up pita with falafel,cream corn,playing ten pins,bringing paper to recycling,make bibimbap,set a table for a tea party,putting away purchased clothes,making a drink,buy a new computer,buying movie tickets,installing carpet,hanging up bedsheets,putting clean laundry away,butchering chicken,tidying bathroom,putting gift in bag,buying everyday consumer goods,False,68,False,San Diego,True,False,False,False,False,True,False,False,2,False,False,False,False,False,False,False,False,Carpenter,True,False,True,False,True,False,True,False,False,True,False,1,5,1,7,ca,1,1,3,8,1,9,3,8,5,1,1,6,1,1,4,4,7,1,1,10,1,1,1,7,4,2,2,1,1,5,7,1,2,4,1,6,1,8,7,5,5,4,7,1,7,1,6,4,1,2,True,x,,False,False,False,False,False,False,True
107,107,3T6SSHJU0LRWMJK7RRR5T1Q5LPFIIL,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,3TE22NPXPITBTPK7CGSZTI2RLGB44N,AU34T9OMHN4Z4,Approved,Thu Feb 10 16:19:52 PST 2022,Thu Feb 10 16:31:47 PST 2022,Sun Feb 13 16:31:47 PST 2022,Sun Feb 13 16:32:03 PST 2022,,,715,100% (1/1),100% (1/1),100% (1/1),wrap flowers,fold bandanas,clean your goal keeper gloves,disposing of trash for adult,make mee siam,make melba toast,make chicken and waffles,make risotto,freeze milk,laying out flower vases,tidying up wardrobe,organizing items for yard sale,donating toys,clean a vacuum,washing utensils,treating spot,putting wood in fireplace,clean a baseball glove,hiding matzo,sorting potatoes,make walnut and pecan torte,cook broccolini,putting out dog food,dusting rugs,clean a syringe,cook soybeans,paying for purchases,cook leeks,make rasam,donating books,buy natural honey,make pancit,sorting newspapers for recycling,fill up pita with falafel,cream corn,playing ten pins,bringing paper to recycling,make bibimbap,set a table for a tea party,putting away purchased clothes,making a drink,buy a new computer,buying movie tickets,installing carpet,hanging up bedsheets,putting clean laundry away,butchering chicken,tidying bathroom,putting gift in bag,buying everyday consumer goods,False,43,False,Apopka,True,False,False,True,False,False,False,False,1,False,True,False,False,False,False,False,False,Rater,True,False,False,True,True,False,True,False,False,True,False,10,4,5,10,fl,1,1,10,10,10,10,10,10,6,1,1,1,1,10,10,10,10,1,5,1,5,5,1,10,5,5,10,5,5,1,10,5,5,10,5,10,1,1,10,10,10,10,10,10,5,5,5,6,1,1,True,x,,False,False,False,False,False,False,False
108,108,3U74KRR68S2E9YB9IJ31CGOVI5PNTN,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,3A1PQ49WVOYOD2BJ45TGP94SE1N1HT,A1DCKRRPA4AWVD,Approved,Thu Feb 10 16:16:47 PST 2022,Thu Feb 10 16:21:08 PST 2022,Sun Feb 13 16:21:08 PST 2022,Sun Feb 13 16:22:02 PST 2022,,,261,100% (1/1),100% (1/1),100% (1/1),make vegetable stock,putting away cleaning supplies,opening doors,unpacking recreational vehicle for trip,make clam chowder,buy a coffeemaker or espresso machine,set up a tent,clean strawberries,putting dirty dishes in sink,make tocino,putting clothes in storage,soak nuts,closing curtains,sorting vegetables,make a jelly sandwich,collecting mail from the letterbox,wash a backpack,prepare grits,filling brake fluid,sweeping steps,shopping for newspapers,make sunomono,stripping wallpaper,picking fruit and vegetables,lighting fireplace,making sweets,playing badminton,cooking dinner,clean a bicycle chain,praeparing lunch box,buying appliances,collecting dishes from around house,ironing curtains,adding chemicals to pool,buying groceries,clean a birdcage,heating up food,passing out drinks,maintaining hiking trails,buy a kitchen mixer,playing snooker,remove vinyl siding,cook kabobs,make a panzerotti,cleaning streets,cook an omelette,putting food in fridge,hitting balls at the driving range,making jam,putting shopping away,False,59,False,Philadelphia,False,True,False,True,False,False,False,False,4,False,False,False,False,False,False,False,False,digital consultant,True,False,True,False,True,False,True,False,False,True,False,10,6,5,2,pa,3,9,9,5,2,10,9,3,4,10,9,10,10,5,2,10,10,9,5,2,5,10,10,10,7,10,9,10,3,10,5,5,10,5,5,2,9,6,2,10,10,10,5,10,10,9,10,10,9,2,True,x,,True,False,False,False,False,False,False
109,109,3U74KRR68S2E9YB9IJ31CGOVI5PNTN,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,35DR22AR5K1H9VPDWDPLGO7J0BU3XQ,A1RATFICCKLCQ,Approved,Thu Feb 10 17:22:28 PST 2022,Thu Feb 10 17:30:19 PST 2022,Sun Feb 13 17:30:19 PST 2022,Sun Feb 13 17:31:03 PST 2022,,,471,100% (1/1),100% (1/1),100% (1/1),make vegetable stock,putting away cleaning supplies,opening doors,unpacking recreational vehicle for trip,make clam chowder,buy a coffeemaker or espresso machine,set up a tent,clean strawberries,putting dirty dishes in sink,make tocino,putting clothes in storage,soak nuts,closing curtains,sorting vegetables,make a jelly sandwich,collecting mail from the letterbox,wash a backpack,prepare grits,filling brake fluid,sweeping steps,shopping for newspapers,make sunomono,stripping wallpaper,picking fruit and vegetables,lighting fireplace,making sweets,playing badminton,cooking dinner,clean a bicycle chain,praeparing lunch box,buying appliances,collecting dishes from around house,ironing curtains,adding chemicals to pool,buying groceries,clean a birdcage,heating up food,passing out drinks,maintaining hiking trails,buy a kitchen mixer,playing snooker,remove vinyl siding,cook kabobs,make a panzerotti,cleaning streets,cook an omelette,putting food in fridge,hitting balls at the driving range,making jam,putting shopping away,True,35,False,Bloomfield,True,False,False,False,False,False,True,False,1,False,False,False,False,False,False,False,False,Project manager,True,False,False,True,True,False,True,False,False,True,False,6,10,3,3,nj,3,6,8,4,8,5,3,8,10,3,10,10,7,8,3,10,3,9,3,7,3,10,6,10,5,8,10,10,5,10,5,7,9,5,3,6,10,3,4,10,3,6,8,3,7,6,10,3,8,3,False,x,,True,False,False,False,False,False,False
111,111,3U74KRR68S2E9YB9IJ31CGOVI5PNTN,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,3R5F3LQFV91V0FIEGTXY1CL532LOZ0,A2QCQGZD7T1QNL,Approved,Thu Feb 10 17:05:48 PST 2022,Thu Feb 10 17:13:33 PST 2022,Sun Feb 13 17:13:33 PST 2022,Sun Feb 13 17:14:03 PST 2022,,,465,100% (1/1),100% (1/1),100% (1/1),make vegetable stock,putting away cleaning supplies,opening doors,unpacking recreational vehicle for trip,make clam chowder,buy a coffeemaker or espresso machine,set up a tent,clean strawberries,putting dirty dishes in sink,make tocino,putting clothes in storage,soak nuts,closing curtains,sorting vegetables,make a jelly sandwich,collecting mail from the letterbox,wash a backpack,prepare grits,filling brake fluid,sweeping steps,shopping for newspapers,make sunomono,stripping wallpaper,picking fruit and vegetables,lighting fireplace,making sweets,playing badminton,cooking dinner,clean a bicycle chain,praeparing lunch box,buying appliances,collecting dishes from around house,ironing curtains,adding chemicals to pool,buying groceries,clean a birdcage,heating up food,passing out drinks,maintaining hiking trails,buy a kitchen mixer,playing snooker,remove vinyl siding,cook kabobs,make a panzerotti,cleaning streets,cook an omelette,putting food in fridge,hitting balls at the driving range,making jam,putting shopping away,False,35,False,Arvada,True,False,False,False,False,True,False,False,1,True,False,False,False,False,False,False,False,Unemployed - Software QA,True,False,True,False,True,False,True,False,True,False,False,8,2,5,2,co,2,2,9,6,1,2,8,1,2,6,5,8,1,1,2,9,9,2,5,1,5,8,5,6,2,8,1,8,2,8,8,2,1,2,7,1,8,2,2,10,2,5,1,5,5,2,2,8,5,2,True,x,,False,False,False,False,False,False,False
112,112,3U74KRR68S2E9YB9IJ31CGOVI5PNTN,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,3300DTYQT9Y0AW4YZJBP57FNUXNEQL,A3B1P3B6X3AM2B,Approved,Thu Feb 10 16:17:46 PST 2022,Thu Feb 10 16:24:27 PST 2022,Sun Feb 13 16:24:27 PST 2022,Sun Feb 13 16:25:02 PST 2022,,,401,100% (1/1),100% (1/1),100% (1/1),make vegetable stock,putting away cleaning supplies,opening doors,unpacking recreational vehicle for trip,make clam chowder,buy a coffeemaker or espresso machine,set up a tent,clean strawberries,putting dirty dishes in sink,make tocino,putting clothes in storage,soak nuts,closing curtains,sorting vegetables,make a jelly sandwich,collecting mail from the letterbox,wash a backpack,prepare grits,filling brake fluid,sweeping steps,shopping for newspapers,make sunomono,stripping wallpaper,picking fruit and vegetables,lighting fireplace,making sweets,playing badminton,cooking dinner,clean a bicycle chain,praeparing lunch box,buying appliances,collecting dishes from around house,ironing curtains,adding chemicals to pool,buying groceries,clean a birdcage,heating up food,passing out drinks,maintaining hiking trails,buy a kitchen mixer,playing snooker,remove vinyl siding,cook kabobs,make a panzerotti,cleaning streets,cook an omelette,putting food in fridge,hitting balls at the driving range,making jam,putting shopping away,False,31,False,Griffith,True,False,False,False,False,True,False,False,4,False,False,False,False,False,False,False,False,Transcriber,True,False,True,False,True,False,True,False,True,False,False,2,2,2,2,in,2,2,2,10,10,2,2,10,2,2,10,10,2,2,2,10,10,2,2,5,2,2,2,2,2,2,2,10,2,2,10,10,10,2,2,2,10,2,2,10,2,2,5,2,2,2,2,2,10,2,True,x,,True,False,False,False,False,False,False
113,113,3U74KRR68S2E9YB9IJ31CGOVI5PNTN,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,3FE2ERCCZ4P1MBG8TKZWAEJRT3IPOK,A3B8CHEB2ZS31K,Approved,Thu Feb 10 17:33:30 PST 2022,Thu Feb 10 17:38:17 PST 2022,Sun Feb 13 17:38:17 PST 2022,Sun Feb 13 17:39:03 PST 2022,,,287,100% (1/1),100% (1/1),100% (1/1),make vegetable stock,putting away cleaning supplies,opening doors,unpacking recreational vehicle for trip,make clam chowder,buy a coffeemaker or espresso machine,set up a tent,clean strawberries,putting dirty dishes in sink,make tocino,putting clothes in storage,soak nuts,closing curtains,sorting vegetables,make a jelly sandwich,collecting mail from the letterbox,wash a backpack,prepare grits,filling brake fluid,sweeping steps,shopping for newspapers,make sunomono,stripping wallpaper,picking fruit and vegetables,lighting fireplace,making sweets,playing badminton,cooking dinner,clean a bicycle chain,praeparing lunch box,buying appliances,collecting dishes from around house,ironing curtains,adding chemicals to pool,buying groceries,clean a birdcage,heating up food,passing out drinks,maintaining hiking trails,buy a kitchen mixer,playing snooker,remove vinyl siding,cook kabobs,make a panzerotti,cleaning streets,cook an omelette,putting food in fridge,hitting balls at the driving range,making jam,putting shopping away,False,40,False,Charleston,False,False,True,False,False,True,False,False,1,False,False,False,False,True,False,False,False,cashier,True,False,True,False,True,False,True,False,False,True,False,7,6,3,2,wv,2,7,7,8,9,4,2,7,6,2,6,9,6,6,2,7,7,2,2,3,3,6,3,6,8,9,2,3,8,8,2,8,6,8,2,4,7,2,2,10,2,7,2,2,7,7,8,8,9,2,True,x,,False,False,False,False,False,False,False
114,114,3U74KRR68S2E9YB9IJ31CGOVI5PNTN,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,3HQUKB7LNMVZHDWX6UW1HWKZVQMHHB,A3I55L67X0MWC4,Approved,Thu Feb 10 16:43:06 PST 2022,Thu Feb 10 16:49:27 PST 2022,Sun Feb 13 16:49:27 PST 2022,Sun Feb 13 16:50:03 PST 2022,,,381,100% (1/1),100% (1/1),100% (1/1),make vegetable stock,putting away cleaning supplies,opening doors,unpacking recreational vehicle for trip,make clam chowder,buy a coffeemaker or espresso machine,set up a tent,clean strawberries,putting dirty dishes in sink,make tocino,putting clothes in storage,soak nuts,closing curtains,sorting vegetables,make a jelly sandwich,collecting mail from the letterbox,wash a backpack,prepare grits,filling brake fluid,sweeping steps,shopping for newspapers,make sunomono,stripping wallpaper,picking fruit and vegetables,lighting fireplace,making sweets,playing badminton,cooking dinner,clean a bicycle chain,praeparing lunch box,buying appliances,collecting dishes from around house,ironing curtains,adding chemicals to pool,buying groceries,clean a birdcage,heating up food,passing out drinks,maintaining hiking trails,buy a kitchen mixer,playing snooker,remove vinyl siding,cook kabobs,make a panzerotti,cleaning streets,cook an omelette,putting food in fridge,hitting balls at the driving range,making jam,putting shopping away,False,54,False,Pittsfield,True,False,False,True,False,False,False,False,2,False,False,False,False,False,False,False,False,Librarian,True,False,True,False,True,False,True,False,True,False,False,3,4,2,2,ma,2,8,2,2,8,3,2,10,4,2,10,8,6,2,2,10,3,6,2,2,3,5,2,9,4,9,10,10,3,10,3,4,9,2,2,2,10,2,2,8,2,5,2,2,8,2,10,5,8,2,True,x,,False,False,False,False,False,False,True
